Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,
1,About the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,,,,,,,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1465,Council  expenditure,Service,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,916,Economic information and analysis,Service,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,348,Economic reports and forecasts,Service,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,725,Performance measurement and reporting,Service,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1584,Transparency of accounts,Service,
2,"Budgets, spending and performance",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1573,Transparency of senior salaries,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,370,Change of circumstances,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,366,Community engagement,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,645,Complaints advocacy,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,653,Customer satisfaction surveys,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,49,Education consultations,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1536,Feedback and suggestions,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1306,Petitions,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,724,Referenda,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,867,Service delivery consultation,Service,
3,Consultation and feedback,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,658,Spending plans consultation,Service,
4,Contact the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1413,Civic buildings,Service,
5,Council publications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,354,"Minutes, agendas and reports",Service,
5,Council publications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,359,News and information releases,Service,
5,Council publications,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,659,Publications,Service,
6,Council structure,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,,,,,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1045,Civic recognition and awards,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1574,Councillors allowances and expenses,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,355,Councillors declaration of interest,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,358,Councillors directory,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,357,Councillors surgeries,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,360,Mayoral invitations,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,687,Members of parliament - MPs and MEPs,Service,
7,Councillors and MPs,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,723,Parish/town council and councillors,Service,
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,721,Election results,Service,
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,365,Electoral nominations,Service,
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,364,Electoral register,Service,
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1013,Postal voting,Service,
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,361,Proxy voting,Service,
8,Elections and voting,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,362,Voting,Service,
9,Local information and statistics,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,367,Census information,Service,
9,Local information and statistics,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1577,Open data publication,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1466,Accessibility - local facilities,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,853,Accessibility of Web sites,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,877,Area waste strategy,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1390,Byelaws and regulations,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,720,Community strategy,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,353,Complaints procedure,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1291,Constitution,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,826,Data Protection,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,703,Emergency plan,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,495,Environmental policy,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,861,Equality and diversity,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,722,Freedom of Information,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,856,Local Development Framework,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,494,Local plans,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,822,Media and publicity protocols,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,674,Minerals local plan,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,830,Procurement policy,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1088,Re-use of public sector information,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,868,Social housing policy,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1611,Surface water management plans,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1613,Sustainable drainage systems,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,493,Transport policy,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1288,Value for money,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,675,Waste local plan,Service,
10,"Strategies, plans and policies",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,1,About the council,contains,1144,Waste reduction,Service,
11,Business and economy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,,,,,,,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,349,Business advice,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,690,Business awards,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1618,Business centres,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,914,Business continuity advice,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,351,Business co-operatives,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1036,Business directories,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,350,Business grants,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,692,Business security advice,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,693,Business security grants,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1139,Business sponsorship opportunities,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,352,Credit unions,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,344,Equal opportunities advice,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,824,European and other funding,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1052,Farming advice,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,496,Shop front improvement grants,Service,
12,Business development,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,622,Support for tourism businesses,Service,
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,55,Business rate relief,Service,
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,56,Business rates account enquiries,Service,
13,Business rates,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,54,Business rates annual notification,Service,
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,93,Commercial lettings,Service,
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,900,Commercial property development,Service,
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,593,Land and property availability,Service,
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,820,Land and property valuations,Service,
14,Commercial land and property,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,677,Vacant land and property,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,523,Commercial  clinical waste disposal,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,519,Commercial waste bins,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,517,Commercial waste collection,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,520,Commercial waste disposal sites,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,522,Commercial waste special collections,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,518,Commercial waste spillage,Service,
15,Commercial waste,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,689,Skip services,Service,
16,Doing business with the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,369,Approved suppliers,Service,
16,Doing business with the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,828,Procurement - contracts lists,Service,
16,Doing business with the council,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,829,Procurement - contracts management,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,811,Construction site fire safety,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,805,Fire certificates - factories,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,808,Fire certificates - hotels/boarding houses,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,806,Fire certificates - offices,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,807,Fire certificates - shops,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,804,Fire regulations - business enforcement,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1608,Fire risk assessment - commercial property,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,414,Hazardous substance control,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,421,Health and safety - prosecutions register,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,419,Health and safety regulation,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,422,Health and safety training,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1606,Private fire hydrants inspection,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,814,Railway fire certificates,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,752,Work health and safety advice and training,Service,
17,Health and safety at work,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,813,Workplace fire regulations,Service,
18,Licensing and regulation,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,,,,,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,374,Boarding animals licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,376,Dangerous animals licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,377,Dog breeding licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1053,Feed hygiene registration,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1077,Performing animals licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,375,Pet shop licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1335,Pig movement notification,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,696,Riding establishment licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,706,Sheep and goat movement licence,Service,
19,Animal licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,699,Zoo licence,Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,383,Building materials licence,Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1355,"Consent for cellars, pavement lights and ventilators under street",Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,744,Highway projection licence,Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1354,"Licence for bridges, buildings, beams and cables over or along highway",Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,382,Scaffolding and hoarding licence,Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,695,Skip operator licence,Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,521,Skip permits,Service,
20,Building and construction licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1295,Street works licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,681,Acupuncturist registration,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,379,Auction premises licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,743,Caravan site licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1296,Civil marriage and civil partnership venue licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,898,Homes in multiple occupancy licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,648,House to house collection licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1348,Leaflet distribution consent,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,679,Market event licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,389,Massage and special treatment licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1294,Massage and special treatments therapist registration,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1038,Registering business premises,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,866,Registration - motor salvage operator,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,378,Scrap metal site registration,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,682,Second hand goods licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,647,Street collection licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,400,Street trading licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,678,Sunday trading notification,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,680,"Tattooist, piercing and electrolysis registration",Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,318,Wedding venue licence,Service,
21,Business and markets licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,843,Weighbridge operator licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,390,Food business registration,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1293,Food premises approval,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1134,Gambling premises licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1357,Greyhound racing track licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,391,Late night catering licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,397,Lottery licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,910,Personal alcohol and entertainment licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,860,Premises  licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,388,Sex establishment licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,842,Sports grounds safety certificate,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1256,Sports stands safety certificate,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1160,Stage hypnotism licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,742,Street café licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1071,Temporary event notice,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,844,Track betting licence,Service,
22,"Food, alcohol and entertainment licensing",,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,387,Voluntary sector transport licence,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,796,Explosives licence,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,384,Fireworks sales licence,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,697,Fuel delivery and storage,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1329,Petrol vapour recovery regulation,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,810,Petroleum storage licence,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,380,Poisons licence,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,795,Radioactive materials storage and transport,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1328,Regulation of dry cleaning premises,Service,
23,Hazardous materials licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1330,Solvent emissions regulation,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,635,Hackney carriage (taxi) drivers licence,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,632,Hackney carriage (taxi) licence,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,634,Private hire drivers licence,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,636,Private hire operators licence,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,633,Private hire vehicle (minicab) licence,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,1126,Taxi fare setting,Service,
24,Taxi and minicab licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,786,Taxi ranks,Service,
25,Waste and pollution licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,691,Clean Air Act approval,Service,
25,Waste and pollution licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,707,Cooling tower registration,Service,
26,Water activities licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,763,Boat registration,Service,
26,Water activities licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,741,Boatman's licence,Service,
26,Water activities licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,739,Pleasure boat licence,Service,
26,Water activities licensing,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,18,Licensing and regulation,contains,740,Self drive boats licence,Service,
27,Local economy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,347,Local economic development,Service,
27,Local economy,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,823,Regeneration projects,Service,
28,Markets,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,617,Farmers markets,Service,
28,Markets,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,782,Local markets,Service,
28,Markets,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,616,Market stall rental,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1046,Calibration and testing,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,787,Consumer advice,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,789,Fair trading,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,791,Food labelling,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,399,Illegal street trading,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,402,Product safety,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,403,Retail trading standards,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1127,Trader approval schemes,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,401,Trading standards advice to businesses,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1110,Trading standards education,Service,
29,Trading standards,,2013-10-02,2013-10-02,Added in version 4.00,Website navigation,11,Business and economy,contains,1125,Under age sales,Service,
